Distrito;Sitio;IDEM;X crtm;Y crtm;Nombre común;Especie;Clasificación;DAP;H;Estado Fitosanitario;Inclinación del fuste;Cercanía al tendido eléctrico (m);Afectación de Aceras;Prodecencia;Riesgo General
La Asunción;Parques;14194;480884.8674;1103766.793;Candelillo;Senna spectabilis;Árbol;9.999;4.2;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14196;480894.7577;1103771.145;Güitite;Acnistus arborescens;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14197;480894.7577;1103771.145;Güitite;Acnistus arborescens;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14199;480899.3932;1103779.746;Güitite;Acnistus arborescens;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14200;480899.3932;1103779.746;Güitite;Acnistus arborescens;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14201;480899.3932;1103779.746;Güitite;Acnistus arborescens;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14204;480900.2169;1103774.034;Güitite;Acnistus arborescens;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14216;480916.2157;1103773.636;Papaya;Carica papaya;Árbol;9.999;3.5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14249;480883.333;1103750.998;Candelillo;Senna spectabilis;Árbol;9.999;5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14250;480887.32;1103748.196;Candelillo;Senna spectabilis;Árbol;9.999;5;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14428;480916.7386;1103700.727;Guachipelín;Diphysa americana;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14433;480921.0061;1103691.241;Guachipelín;Diphysa americana;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14434;480921.0061;1103691.241;Candelillo;Senna spectabilis;Árbol;9.999;3;A;A;NA;NA;Nativo;ALTO
San Antonio;Aceras;2039;478786.2708;1103530.469;Machiguá;Petra volubilis;Enredadera;9.999;3.2;A;A;1.4;A;Nativo;ALTO
San Antonio;Planta de tratamiento;13434;479828.8539;1103745.229;Guachipelín;Diphysa americana;Árbol;9.999;8.883;B;A;NA;NA;Nativo;ALTO
La Ribera;Parques;1502;480028.8162;1104626.375;Cítrico;Citrus spp.;Arbusto;10.53;5;A;A;NA;NA;Exótico;ALTO
La Ribera;Parques;1506;480011.0222;1104454.395;Marañón;Anacardium occidentale;Arbusto;10.9;4;A;A;NA;NA;Nativo;ALTO
La Ribera;Parques;1515;479939.2282;1105072.041;Cítrico;Citrus spp.;Arbusto;11.5;4;A;A;NA;NA;Exótico;ALTO
La Ribera;Parques;1522;479920.3779;1104917.305;Cítrico;Citrus spp.;Arbusto;11.8;4.4;A;A;NA;NA;Exótico;ALTO
San Antonio;Parques;4041;478830.4232;1102989.651;Malinchillo;Caesalpinia pulcherrima;Arbusto;9.999;3.2;A;B;NA;NA;Nativo;ALTO
San Antonio;Parques;4206;479799.1713;1103965.513;NI;Indeterminado 6;NI;9.999;4.5;A;B;1;NA;NI;ALTO
San Antonio;Polideportivo;4418;478850.5616;1103123.414;Cítrico;Citrus spp.;Arbusto;9.999;4.5;A;B;NA;NA;Exótico;ALTO
San Antonio;Parques;4964;479964.0954;1103927.904;Pringo de oro;Duranta erecta;Arbusto;12;4;A;A;NA;NA;Nativo;ALTO
San Antonio;Parques;4975;480025.2919;1103951.139;Pringo de oro;Duranta erecta;Arbusto;24;6;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;6132;481645.7356;1103779.462;Banano/Plátano/Guineo;Musa spp.;Hierba;16.95;4;A;B;NA;NA;Exótico;ALTO
La Asunción;Parques;6386;481859.5058;1102558.496;Amapola;Hibiscus rosa-sinensis;Arbusto;9.999;3;A;B;NA;NA;Exótico;ALTO
La Asunción;Parques;11844;481881.9984;1102550.169;Tuete;Vernonia patens;Arbusto;9.999;4;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;12796;481010.325;1103649.84;Tuete;Vernonia patens;Arbusto;9.999;5;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;12935;480998.5856;1103711.243;Zorrillo;Cestrum sp. 1;Arbusto;9.999;3;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;12955;481000.932;1103734.648;Zorrillo;Cestrum sp. 1;Arbusto;9.999;3;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13632;481000.6019;1103788.796;Tuete;Vernonia patens;Arbusto;11.14084602;6.0725;A;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13644;480988.2124;1103785.242;Tuete;Vernonia patens;Arbusto;9.999;3;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13829;480976.6068;1103838.152;Tuete;Vernonia patens;Arbusto;9.999;3;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13862;480970.3272;1103832.335;Zorrillo;Cestrum sp. 1;Arbusto;9.999;3.8;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13865;480969.9556;1103824.084;Tuete;Vernonia patens;Arbusto;9.999;4;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13877;480968.23;1103828.461;Tuete;Vernonia patens;Arbusto;9.999;3;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13886;480964.7592;1103816.365;Tuete;Vernonia patens;Arbusto;9.999;3.5;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13893;480963.2075;1103819.889;Tuete;Vernonia patens;Arbusto;9.999;4;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13896;480965.2347;1103830.316;Tuete;Vernonia patens;Arbusto;9.999;3.2;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13897;480965.438;1103831.318;Tuete;Vernonia patens;Arbusto;9.999;3.2;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13905;480960.3261;1103827.751;Tuete;Vernonia patens;Arbusto;9.999;3.5;A;B;NA;NA;Nativo;ALTO
La Asunción;Parques;13909;480962.2732;1103825.701;Tuete;Vernonia patens;Arbusto;9.999;3;A;B;NA;NA;Nativo;ALTO
San Antonio;Áreas verdes;5171;479864.8641;1103608.279;Higuerón;Ficus costaricana;Árbol;9.999;11;A;A;0;NA;Nativo;ALTO
San Antonio;Aceras;2730;478658.0332;1102817.178;Güitite;Acnistus arborescens;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;2732;478626.1672;1102746.929;Aguacate;Persea americana;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;2733;478626.2116;1102744.092;Papaya;Carica papaya;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;2734;478626.4854;1102741.849;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;2735;478626.5304;1102739.958;Aguacate;Persea americana;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;2738;478630.7267;1102733.401;Güitite;Acnistus arborescens;Árbol;9.999;2.3;A;A;NA;A;Nativo;ALTO
San Antonio;Aceras;2742;478610.6624;1102790.072;Guachipelín;Diphysa americana;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;2744;478610.4993;1102794.235;Flor blanca;Plumeria rubra;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5764;479164.079;1102930.833;Lorito;Cojoba arborea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5765;479154.3767;1102916.682;Lorito;Cojoba arborea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5767;479129.7849;1102901.327;Lorito;Cojoba arborea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5772;479013.291;1102829.977;Lorito;Cojoba arborea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5776;478968.5315;1102851.083;Palma navideña;Adonidia merrilli;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5780;478962.4884;1102874.031;Laurel de la india;Ficus benjamina;Árbol;9.999;2;A;A;3;A;Exótico;ALTO
San Antonio;Aceras;5781;478963.7666;1102875.503;Laurel de la india;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5785;478959.278;1102884.962;Laurel de la india;Ficus benjamina;Árbol;9.999;2.3;A;A;NA;A;Exótico;ALTO
San Antonio;Aceras;5786;478969.0783;1102875.102;Palma navideña;Adonidia merrilli;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5788;478969.0142;1102876.113;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5789;478967.1977;1102880.294;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5795;478978.7786;1102900.83;Aguacate;Persea americana;Árbol;9.999;2.5;A;A;NA;A;Nativo;ALTO
San Antonio;Aceras;5799;478947.8238;1102893.831;Guayaba;Psidium guajava;Árbol;9.999;2.8;A;A;2;A;Nativo;ALTO
San Antonio;Aceras;5829;478939.3684;1102844.407;Vainillo;Tecoma stans;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5833;478940.5883;1102840.123;Cas;Psidium friedrichsthalianum;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5841;478942.2789;1102839.938;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5849;478948.2395;1102818.594;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5852;478947.8786;1102814.478;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5854;478946.8008;1102808.741;Palma navideña;Adonidia merrilli;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5855;478949.2794;1102804.299;Palma navideña;Adonidia merrilli;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5858;478778.8895;1102735.984;Palma phenix enana;Phoenix roebelenii;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5859;478778.8895;1102735.984;Palma phenix enana;Phoenix roebelenii;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5860;478778.0248;1102734.752;Palma phenix enana;Phoenix roebelenii;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5869;478614.5677;1102643.862;Laurel de la india;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
San Antonio;Aceras;5871;478591.2662;1102619.616;Vainillo;Tecoma stans;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5872;478587.7086;1102618.152;Madero negro;Gliricidia sepium;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5874;478584.2411;1102613.204;Aguacatillo;Cinnamomum triplinerve;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5876;478583.2207;1102611.907;Vainillo;Tecoma stans;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5877;478583.2207;1102611.907;Vainillo;Tecoma stans;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
San Antonio;Aceras;5887;478509.8347;1102523.968;Vainillo;Tecoma stans;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;6292;482274.4212;1102456.356;Aguacate;Persea americana;Árbol;9.999;2;A;A;3;A;Nativo;ALTO
La Asunción;Aceras;6317;482947.0957;1102411.954;Aguacatillo;Persea caerulea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;6342;481403.0019;1102394.182;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6343;481407.0776;1102386.365;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6344;481531.3903;1102316.6;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6345;482430.7693;1102573.853;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6346;482430.3029;1102577.441;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6347;482429.2192;1102578.785;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6348;482428.9805;1102579.379;Almendro;Terminalia catappa;Árbol;9.999;2.5;A;A;NA;A;Exótico;ALTO
La Asunción;Aceras;6349;482426.7307;1102583.885;Almendro;Terminalia catappa;Árbol;9.999;2;A;A;NA;A;Exótico;ALTO
La Asunción;Aceras;6350;482426.6114;1102584.331;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6351;482425.2336;1102585.082;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6352;482424.0212;1102585.472;Almendro;Terminalia catappa;Árbol;9.999;2.5;A;A;2;A;Exótico;ALTO
La Asunción;Aceras;6357;482124.0816;1102150.098;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6358;482124.7265;1102210.568;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6364;481893.6271;1102592.825;Almendro;Terminalia catappa;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6442;482420.8382;1102598.525;Araucaria;Araucaria sp.;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6443;482420.7289;1102599.267;Araucaria;Araucaria sp.;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6712;482487.3432;1103298.991;Cas;Psidium friedrichsthalianum;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;6784;482949.2559;1102414.956;Casco Venado;Bauhinia purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6785;482947.0957;1102411.954;Casco Venado;Bauhinia purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6786;482949.309;1102408.969;Casco Venado;Bauhinia purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6787;482947.1932;1102404.705;Casco Venado;Bauhinia purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6788;482947.4199;1102399.56;Casco Venado;Bauhinia purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;6801;481580.8561;1102653.303;Casco venado;Bauhinia purpurea;Árbol;9.999;2.5;A;A;1.5;A;Exótico;ALTO
La Asunción;Aceras;7168;482478.1315;1103292.08;Cedro;Cedrela odorata;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7256;481734.0615;1102368.447;Ciprés;Cupressus lusitanica;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7257;481733.3129;1102360.224;Ciprés;Cupressus lusitanica;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7259;481728.1614;1102348.073;Ciprés;Cupressus lusitanica;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7294;481926.2489;1102440.917;Ciprés;Cupressus lusitanica;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7296;481926.4449;1102446.943;Ciprés;Cupressus lusitanica;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7299;481543.603;1102424.432;Ciprés aplanchado;Thuja orientalis;Árbol;9.999;2.1;A;A;2.7;A;Exótico;ALTO
La Asunción;Aceras;7370;482099.1389;1102481.917;Coco;Cocos nucifera;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7373;482641.7667;1103282.619;Coco;Cocos nucifera;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7374;482632.8777;1103278.555;Coco;Cocos nucifera;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7375;482630.4895;1103280.206;Coco;Cocos nucifera;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7376;482121.8147;1102213.313;Coco;Cocos nucifera;Palma;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7377;482120.5848;1102195.895;Coco;Cocos nucifera;Palma;9.999;2.5;A;A;2;A;Exótico;ALTO
La Asunción;Aceras;7379;482120.6279;1102190.009;Coco;Cocos nucifera;Palma;9.999;2.5;A;A;2;A;Exótico;ALTO
La Asunción;Aceras;7411;481905.6338;1102142.475;Copey;Clusia sp.;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7447;482488.6208;1103299.816;Cortez amarilla/corteza;Tabebuia ochracea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7449;481438.0303;1102297.504;Cortez amarilla/corteza;Tabebuia ochracea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7472;482070.4024;1102463.761;Cortez amarilla/corteza;Tabebuia ochracea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7473;481562.4372;1102794.116;Cortez amarilla/corteza;Tabebuia ochracea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7475;482976.6001;1102520.679;Cortez amarilla/corteza;Tabebuia ochracea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7476;482974.1196;1102522.006;Cortez amarilla/corteza;Tabebuia ochracea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7773;481492.54;1102540.984;Dama;Citharexylum donnell-smithii;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7914;482856.7914;1102539.193;Eucalipto;Eucalyptus spp.;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;7939;482318.5773;1102661.307;Flor blanca;Plumeria rubra;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7940;482324.6614;1102661.869;Flor blanca;Plumeria rubra;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;7941;482328.8976;1102661.422;Flor blanca;Plumeria rubra;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8001;482534.1054;1103406.316;Guachipelín;Diphysa americana;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8077;482436.2657;1102214.123;Guachipelín;Diphysa americana;Árbol;9.999;2.5;A;A;2.5;A;Nativo;ALTO
La Asunción;Aceras;8190;482432.5928;1102599.215;Guayaba;Psidium guajava;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8191;482422.6465;1102404.733;Guayaba;Psidium guajava;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8299;481537.9914;1102792.2;Güitite;Acnistus arborescens;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8312;481422.3599;1102420.202;Higuerón;Ficus jimenezii;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8313;482186.3875;1102446.684;Higuerón;Ficus jimenezii;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8314;481674.8932;1102595.344;Higuerón;Ficus jimenezii;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8315;482093.953;1102439.796;Higuerón;Ficus jimenezii;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8352;482824.1135;1102501.784;Hisopo;Callistemon lanceolatus;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8353;482831.9624;1102503.801;Hisopo;Callistemon lanceolatus;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8498;481598.1103;1102446.672;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8501;481579.1408;1102425.518;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8502;481576.0159;1102424.982;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8503;481573.0109;1102425.409;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8622;481431.5978;1102533.201;Jiñocube/indio desnudo;Bursera simaruba;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8624;481597.5759;1102443.585;Jocote;Spondias purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8625;481590.7817;1102437.304;Jocote;Spondias purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8626;481590.7612;1102416.297;Jocote;Spondias purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8638;482215.4932;1103012.342;Jocote;Spondias purpurea;Árbol;9.999;1.999;NR;NR;NR;NR;Nativo;ALTO
La Asunción;Aceras;8705;481719.0565;1102336.101;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8706;481716.2723;1102335.25;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8733;482101.9215;1102608.592;Laurel de la India;Ficus benjamina;Árbol;9.999;2.5;A;A;NA;A;Exótico;ALTO
La Asunción;Aceras;8734;482092.5423;1102615.919;Laurel de la India;Ficus benjamina;Árbol;9.999;2.5;A;A;NA;A;Exótico;ALTO
La Asunción;Aceras;8740;481517.6968;1102423.064;Laurel de la India;Ficus benjamina;Árbol;9.999;2.3;A;A;3;A;Exótico;ALTO
La Asunción;Aceras;8742;482055.0857;1102563.154;Laurel de la India;Ficus benjamina;Árbol;9.999;2.5;A;A;NA;NA;Exótico;ALTO
La Asunción;Aceras;8743;482056.5449;1102558.611;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;NA;NA;Exótico;ALTO
La Asunción;Aceras;8744;482057.3423;1102554.865;Laurel de la India;Ficus benjamina;Árbol;9.999;2.5;A;A;NA;NA;Exótico;ALTO
La Asunción;Aceras;8751;482396.5464;1103255.28;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8752;482387.482;1103246.997;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8759;482414.3808;1103191.696;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8769;481545.9663;1102283.247;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8771;481549.7944;1102273.605;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8772;481552.5327;1102272.667;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8774;481562.4319;1102276.75;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8775;481565.8232;1102277.091;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8777;481568.7913;1102277.257;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8780;481522.7623;1102246.855;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8781;481518.5713;1102245.624;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
La Asunción;Aceras;8783;481511.713;1102223.528;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;NA;B;Exótico;ALTO
La Asunción;Aceras;8784;481512.3375;1102222.656;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;2;B;Exótico;ALTO
La Asunción;Aceras;8788;481521.5135;1102212.288;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;2;B;Exótico;ALTO
La Asunción;Aceras;8789;481524.5542;1102210.896;Laurel de la India;Ficus benjamina;Árbol;9.999;1;A;A;1;B;Exótico;ALTO
La Asunción;Aceras;8790;481527.1816;1102209.652;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;A;A;0;B;Exótico;ALTO
La Asunción;Aceras;8791;481529.2587;1102208.594;Laurel de la India;Ficus benjamina;Árbol;9.999;1;A;A;1;B;Exótico;ALTO
La Asunción;Aceras;8792;481509.9622;1102212.896;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;2;B;Exótico;ALTO
La Asunción;Aceras;8793;481508.7764;1102213.861;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;2;B;Exótico;ALTO
La Asunción;Aceras;8794;481514.3451;1102212.059;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;2;B;Exótico;ALTO
La Asunción;Aceras;8795;481515.2448;1102211.068;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;2;B;Exótico;ALTO
La Asunción;Aceras;8796;481518.1297;1102209.499;Laurel de la India;Ficus benjamina;Árbol;9.999;2;A;A;2;B;Exótico;ALTO
La Asunción;Aceras;8797;481620.6397;1102149.376;Laurel de la India;Ficus benjamina;Árbol;9.999;2.5;A;A;2.5;A;Exótico;ALTO
La Asunción;Aceras;8801;482500.6303;1102479.44;Laurel de la India;Ficus benjamina;Árbol;9.999;1.999;NR;NR;NR;NR;Exótico;ALTO
